proposal_url,title,total,mission,criteria_name,criteria_average,criteria_total,criteria_scored
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Code Audit (mark 0 if not applicable),2.8,14,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Distribution implementation plan,1.6,8,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Experimentation and Novelty,1.8,9,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Grant size,1.8,9,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Intuitivity and ease of use,2.6,13,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Likelihood of success,2.0,10,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Milestone Assessment,1.2,6,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Milestone Trackability,1.8,9,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Optimism Relationship,1.0,5,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Reach,1.8,9,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Tangible Use Case for Web3 Technology,2.0,8,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,Team assessment,2.6,13,13
https://app.charmverse.io/op-grants/sommelier-real-yield-eth-lst-vault-on-op-0035876006608450695,Sommelier Real Yield ETH (LST Vault) on OP,121,Liquid staked ETH Optimism's home,User Retention,1.8,9,13
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Code Audit (if applicable mark 0 if not),0.0,0,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Distribution implementation plan,2.0,10,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Experimentation and Novelty,1.6,8,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Grant size,2.0,10,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Intuitivity and ease of use,1.8,9,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Likelihood of success,2.2,11,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Milestone Assessment,1.8,9,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Milestone Trackability,1.0,5,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Optimism Relationship,1.0,5,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Team assessment,2.6,13,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,Timely Submission,2.0,2,12
https://app.charmverse.io/op-grants/shutter-onchain-shielded-voting-for-retro-funding-in-optimism-6152686855673055,Shutter: Onchain Shielded Voting for Retro Funding in Optimism.,90,Advancing Optimism Anonymous Community and Governance Tooling,User Retention,1.8,9,12
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Builder Commitment,3.3,13,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Builder Draw,3.0,12,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Demo included (binary yes/no),1.3,4,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Development of OP Stack,3.0,12,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Discretionary Factors,0.8,3,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Grant size,1.8,7,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Likelihood of success,3.3,13,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Milestone Orientation,2.0,8,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Milestones accountability,2.0,8,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Milestone Trackability,1.8,7,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Novelty,2.3,9,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Opensource,0.7,2,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Optimism Relationship,1.0,4,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Superchain composability potential,1.5,6,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Team assessment,3.5,14,16
https://app.charmverse.io/op-grants/page-11949409404374878,Sherlock - Smart Contract Audits Mission Request,122,Smart contract auditing services,Timely Submission,0.0,0,16
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Accessibility / Efficieny,1.0,3,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Builder Commitment,3.3,13,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Demo included (optional available only for software projects),0.0,0,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Discretionary Factors*,0.3,1,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Grant size,2.0,8,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Insights for UX/UI design,1.3,5,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Likelihood of success,3.0,12,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Milestone Orientation,1.5,6,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Milestones accountability,2.0,8,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Milestone Trackability,2.0,8,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Non-defi user attraction,1.5,6,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Novelty,3.0,12,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Opensource,2.0,8,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Optimism Relationship,1.5,6,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Sybil detection,0.0,0,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,Team assessment,3.3,13,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,User draw,1.0,4,18
https://app.charmverse.io/op-grants/scale-ens-to-op-blockful-official-ens-service-provider-6112748728814419,Scale ENS to OP | Blockful – Official ENS Service Provider,116,Scale ENS to OP,User retention,1.0,4,18
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Builder Commitment,3.3,13,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Demo included (binary yes/no),0.0,0,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Discretionary Factors,0.0,0,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Grant size,2.3,9,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Infrastructure Draw,2.3,9,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Likelihood of success,3.0,12,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Milestone Orientation,2.0,8,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Milestones accountability,1.5,6,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Milestone Trackability,1.3,5,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Novelty,3.0,12,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Optimism Relationship,2.0,8,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Team assessment,3.0,12,13
https://app.charmverse.io/op-grants/research-on-using-yubihsm-and-aws-kms-hardware-signer-on-op-stack-41211765826072866,Research on using YubiHSM and AWS KMS hardware signer on OP Stack,96,OP Stack Research and Implementation,Timely Submission,2.0,2,13
https://app.charmverse.io/op-grants/redprint-toolkit-an-interactive-code-generator-and-a-dev-framework-to-modify-deploy-opstack-s-contracts-9499729065142495,"Redprint : toolkit, an interactive code generator and a dev framework to modify & deploy OPStack ’s contracts",,Builder Grants 2,Not Scored,0.0,0,0
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Builder Commitment,2.0,8,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Builder Draw,1.3,5,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Demo included (binary yes/no),1.0,4,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Development of OP Stack,0.8,3,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Grant size,2.3,9,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Likelihood of success,1.3,5,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Milestone Orientation,0.8,3,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Milestone Trackability,1.3,5,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Novelty,1.8,7,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Opensource,1.3,5,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Optimism Relationship,1.3,5,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Team assessment,2.3,9,13
https://app.charmverse.io/op-grants/rantom-open-source-defi-activities-feed-for-optimism-ecosystem-6630702565238467,Rantom - Open Source DeFi Activities Feed for Optimism Ecosystem,69,Builder Grants 2,Timely Submission,2.0,2,13
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Code Audit,2.2,11,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Demo included (binary yes/no),1.0,5,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Distribution implementation plan,2.4,12,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Experimentation and Novelty,2.0,10,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Grant size,2.4,12,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,intuitivity and ease of use,2.0,10,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Likelihood of success,2.4,12,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Milestone Assessment,1.6,8,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Milestone Trackability,1.8,9,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Optimism Relationship,1.0,5,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Reach,2.2,11,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Tangible Use Case for Web3 Technology,2.2,11,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Team assessment,2.4,12,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,Timely Submission,0.0,0,15
https://app.charmverse.io/op-grants/page-24933782121101822,Rage Trade Perp Aggregator,135,Growth Experiment grant,User Retention,1.6,8,15
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Code Audit (mark 0 if not applicable),0.0,0,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Distribution implementation plan,2.0,10,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Experimentation and Novelty,1.8,9,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Grant size,1.6,8,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Intuitivity and ease of use,1.4,7,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Likelihood of success,1.4,7,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Milestone Assessment,1.8,9,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Milestone Trackability,1.0,4,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Optimism Relationship,1.0,5,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Reach,0.6,3,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Tangible Use Case for Web3 Technology,1.6,8,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,Team assessment,2.0,10,13
https://app.charmverse.io/op-grants/public-goods-staking-widget-10451194440229794,Public Goods Staking Widget,86,Liquid staked ETH Optimism's home,User Retention,1.6,8,13
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Code Audit (if applicable mark 0 if not),0.0,0,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Delegate Reach,1.4,7,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Distribution implementation plan,1.2,6,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Experimentation and Novelty,1.4,7,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Grant size,1.0,5,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Likelihood of success,1.8,9,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Milestone Assessment,0.4,2,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Milestone Trackability,1.0,5,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Optimism Relationship,1.0,5,10
https://app.charmverse.io/op-grants/public-goods-in-crypto-bootcamp-6456039241864904,Public Goods In Crypto Bootcamp,52,Integration of Optimism Gov and RPGF Modules into University Courses,Users,2.4,12,10
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Code Audit,3.6,18,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Demo included (binary yes/no),1.0,5,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Discretionary Factors,0.7,2,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Distribution implementation plan,2.6,13,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Experimentation and Novelty,2.0,10,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Grant size,1.0,5,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,intuitivity and ease of use,2.6,13,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Likelihood of success,2.6,13,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Milestone Assessment,2.8,14,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Milestone Trackability,2.0,8,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Optimism Relationship,1.0,5,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Reach,2.6,13,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Tangible Use Case for Web3 Technology,2.4,12,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Team assessment,3.0,15,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,Timely Submission,2.0,2,16
https://app.charmverse.io/op-grants/proposal-silo-finance-7493304542273396,Proposal: Silo Finance,161,Growth Experiment grant,User Retention,2.6,13,16
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Builder Commitment,3.0,12,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Builder Draw,1.3,5,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Demo included (binary yes/no),0.0,0,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Development of OP Stack,1.0,4,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Grant size,1.0,4,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Likelihood of success,1.3,5,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Milestone Orientation,1.3,5,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Milestone Trackability,1.5,6,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Novelty,2.0,8,12
https://app.charmverse.io/op-grants/practical-private-voting-8127441920030594,Practical Private Voting,69,Builder Grants 2,Opensource,1.5,6,12
